alteracoes,com_problema
conforme pdi anterior vtr furou o pneu no km 129 da br 116 situacao ja relatada ao gestor de frota,
luz baixa do lado direito nao funciona,1
na hora da partida viatura fazendo barulho da correia auxiliar indices de twi dos pneus dianteiros atingidos viatura com rachadura com mais de 30 centimetros no parabrisa na area de visao do condutor viatura recebida com essa alteracao,
uma luz estroboscopica vermelha dianteira esta queimada luz intermitente sinalizadora indicadora de direcao amarela localizada na traseira esta sem funcionar apos viatura ficar estacionada a mesma nao ligou nao apresentou nenhuma mensagem ou sinal indicador no painel acusando alguma pane a equipe manejou os cabos da bateria que pareciam ter uma folga logo em seguida ao tentar ligar a viatura obteve sucesso depois do ocorrido a equipe optou por estacionar a viatura na uop e nao utiliza la novamente visto que apresenta risco de nova pane,1
vtr precisa fazer rodizio de pneus,
visor do som trincado,
protetor da descarga com os parafusos folgados,
sistema de iluminacao e sonorizacao nao funcionando corretamente,1
indisponivel,
o veiculo salta de marcha quando esta na terceira,1
arranhado e amassado no para lamas traseiro lado direito e porta traseira lado direito luz de transmissao ativa apos ronda na 452,
luz de injecao acessa sensor de re desregulado alem das demais alteracoes ja registradas em pdi anteriores nesta data 06 03 2021 giroflex passou a apresentar problemas lado direito inoperante e o lado esquerdo ficando ligado mesmo com o dispositivo desligado no painel,
durante o servico ao estacionar a viatura na garagem da uop por conta de um ponto cego no retrovisor a parte traseira esquerda encostou na pilastra danificando um pouco tal fato ja relatado ao gestor de frotas luis lidiomar,
capo com mancha circular descascada abaixo do nome prf,
recebemos a viatura com o para brisa com o vidro trincado proximo a linha de visao do motorista canto inferior esquerdo do para brisa,
rangido estridente na porta dianteira esquerda por se tratar de trecho com fluxo decorrente da regiao de fronteira com rotineira e intensa atividade criminosa por vezes se faz necessario utilizar as prerrogativas inerentes a veiculos de policia em deslocamentos de urgencia e ou emergencia fazendo uso de dispositivos regulamentares de alarme sonoro e iluminacao vermelha intermitente conforme preconiza o art 29 da lei 9 503 97 codigo brasileiro de transito com a finalidade de exceder o limite de velocidade definido pelo orgao com circunscricao sobre a via para realizar abordagens a veiculos suspeitos e acompanhamento tatico,
vtr com peito de aco amassado devido a acompanhamento tatico referente a ocorrencia de receptacao do servico do dia 05 03 21 por se tratar de trecho com fluxo decorrente da regiao de fronteira com rotineira e intensa atividade criminosa por vezes se faz necessario utilizar as prerrogativas inerentes a veiculos de policia em deslocamentos de urgencia e ou emergencia fazendo uso de dispositivos regulamentares de alarme sonoro e iluminacao vermelha intermitente conforme preconiza o art 29 da lei 9 503 97 codigo brasileiro de transito com a finalidade de exceder o limite de velocidade definido pelo orgao com circunscricao sobre a via para realizar abordagens a veiculos suspeitos e acompanhamento tatico,
pneus se encontram desgastados necessitam troca,
iluminacao de placa e lanterna traseira inoperante,
as anteriormente relatadas,
pequenos amassados no capo riscos na pintura lado esquerdo,
pneus traseiros gastos avaria no paralama dianteiro direito vidro traseiro esquerdo com problema e pdi que e necessario a troca de oleo,
viatura saindo da revisao,
necessitando troca de oleo lampada do farol baixo lado esquerdo queimada,
giro quebrado borracha da porta traseira esquerda solta suja e danos gerais na pintura,
vibracao sentida junto a roda suspensao traseira esquerda avarias na pintura e adesivacao por toda extensao do veiculo,
vtr nao utilizada pela equipe de plantao,
vtr nao utilizada pela equipe de servico,
alteracoes iniciais tampa do porta malas amassada alteracoes pos acidente viatura envolvida em acidente danificado parabrisa paralama dianteiro esquerdo parachoque dianteiro esquerdo retrovisor esquerdo,1
abastecimento pendente no posto floresta nao foi regularizado ainda o sistema nao aceita consumo,
sem relato de alteracao,
intermitente traseiro e ar condicionado parcialmente inoperantes porta lateral do compartimento de carga emperrando esperando peca para troca viatura baixando agua do radiador comunicado ao gestor substituto sebastiao pereira filho,
direcao puxando para a esquerda necessita alinhamento,
um dos bicos injetores apresenta vazamento freios travando muito facilmente abs nao funciona,1
luz do sensor de partida frio,
funcionei a viatura e deixei ligada alguns minutos,
funcionei a viatura e deixei ligada alguns um tempo,
vtr nao utilizada no servico,
recebida a viatura suja e nao higienizada,
1 desalinhada,
1 amassados na lateral direita traseira e na mala,
moto estava com a corrente frouxa fizemos a manutencao do gmr sp,
comando central de vidros e retrovisor eletrico que fica na porta do motorista esta solto viatura esta apagando quando passa em lombada ou buraco,
nao houve alteracoes passadas,
sem auto radio tag pedagio inoperante,
luz injecao eletronica acesa ininterruptamente apos partida no veiculo viatura com motor engasgando sem forca sistema de escapamento exalando fumaca preta,1
giro dianteiro funcionando algumas luzes tampa traseira amassada e parapeito amassado radio da viatura desligando,
arranhoes por toda extensao,
sistema sonoro e de iluminacao intermitente nao funcionam,1
farolete direito queimado amassado na parte lateral traseira direita e parachoque traseiro,
iluminacao lateral ineficiente lado direito,
amassadura na traseira,
palheta do limpador de para brisa ineficiente,1
luz de injecao acesa amarela,
infiltracao de agua pelo teto na posicao do passageiro dianteiro forro e piso molhados,
vtr com oleo vencido,1
vtr administrativa a disposicao do prf fernando santos viatura com desgaste pelo uso,
vtr conferida pelo prf sagaz desgastes pelo uso sem alteracoes relevantes,
vtr conferida pelo prf sagaz  vtr apenas com chave reserva pequenos riscos e avarias decorrentes do uso normal grade inferior do para choque quebrada  para choque deslocado para frente lado direito vtr as vezes acende a luz da injecao barulho na porta dianteira esquerda temporizador do limpador de para brisas nao esta funcionando pequena trinca no para brisa,1
amortecedor dianteiro direito apresenta vazamento de oleo,1
gerador inicial 2376 4 gerador final 2387 5,
sensor de presenca traseiro acionado sempre que engata a re limpador de parabrisa ineficiente,1
vtr utilizada ate as 08 horas pela equipe extra,
problemas no funcionamento do giroflex,
arranhoes de uso volante desalinhado para esquerda porta do motorista desalinhada iluminacao auxiliar lateral direita queimada sensor de re com defeito,1
palhetas do limpador de para brisas desgastadas,1
mensagem de bateria fraca na chave,1
para brisa trincado oleo lubrificante vencido,1
lampada farol queimada,
e a,
pequenas trincas no para brisa e pequenas mossas na lateral esquerda 21 02,
borracha que veda o porta malas esta solta tem que encaixar pra poder fecha lo,
seem,
mesmas alteracoes das pdi anteriores,
trinca grande no para brisa borracha de vedacao da porta traseira traseira esquerda solta,
botao de travar e destravar do controle nao esta funcionando viatura proxima da troca de oleo restando menos de 500 km,
sem alteracao aparente acessorios ligados por muito tempo e sem dar partida descarrega a bateria,
ar condicionado fraco,
luz de mudanca de direcao esquerda inoperante luz de revisao alerta da injecao eletronica piscando em alta rotacao,1
defeito na abertura da carroceria,
pequeno amassado e um pequeno arranhado no para choque traseiro lado direito,
cambio arranha na progressao da marcha 3deg para 4deg  durante abastecimento 07 03 2021 para entrega da viatura aprox as 07 30 no auto posto fazendinha o estabelecimento ficou sem energia com isso o abastecimento foi interrompido nao foi possivel encher o tanque bem como o pagamento ficou pendente a gerente do posto anotou os dados da viatura abstecimento e afirmou que repassaria a central em pvh nao sendo necessaria mais nenhuma acao por parte da equipe,1
pequeno amassado no meio lado direito da tampa traseira bem como descascado com ferrugem na traseira lado direito demais sem observacoes para brisa com trincados,
reservatorio de agua do limpador do parabrisas esta solto amassados na parte traseira e pequenos arranhoes pela extensao da viatura,1
painel de bordo acusa pneus lado direito descalibrados,
sem alteracoes uso para rendicao,
desalinhado amassado na lateral traseira esquerda condicionador de ar com defeito,1
na conferencia da viatura foram observados riscos e arranhoes diversos aparentemente em decorrencia do tempo de uso na checagem visual dos fluidos e aspectos gerais da parte mecanica nada de anormal observado vidro dianteiro direito inoperante nao abre,
problemas no comando do giroflex intermitentes e sirenes hora funciona hora nao funciona porta dianteira direita amassada,1
arranhoes por toda lataria sistema de iluminacao lateral direito danificado inoperante do intermitente  vidro traseiro danificado e coberto por um plastico sistema de sinalizacao traseira encoberto por adesivo preto no vidro traseiro banco do carona e motorista com protecao da capa rasgada nas laterais devido o vidro esta coberto por plastico o orientador de transito nao da para visualizar porta dianteira direita com barulho ao abrir veiculo deve ser trocado ultrapassou 40 000km revisao lanterna de posicao re direita inferior do para choque quebrada,
pendencia de abastecimento no posto via sul e o restante sem alteracao,
uso de chave reserva sem capa de fechadura da chave mecanica,
porta do motorista empenada volante desalinhado,1
1 as portas traseiras esquerda e direita nao estao fechando corretamente e o acabamento interno da coluna esquerda esta soltando 2 cinto de seguranca do condutor com problema na retracao,
registro do sistema hodometro 1104320,
reservatorio de agua do limpador de para brisa com vazamento pneu dianteiro direito tendo desgaste na parte externa,1
vidro para brisas quebrado trinca atingindo o bordo do vidro pneu traseiro esquerdo com desgaste irregular lado externo comprometido,
freio da vtr precisando de revisao,
lanterna traseira esquerda com espelho trincado e quebrado reservatorio de agua do limpador de para brisa com vazamento sem lente do farol de busca lado direito sistema alertando sobre a troca de oleo amassado na porta traseira direita,1
a vtr esta sem a antena no teto quebrada a vtr esta sem a capota maritima lona preta da carroceria palheta do limpador de para brisa ineficiente,1
luz de injecao eletronica do painel acessa mensagem no painel indicando falha no sistema de controle de estabilidade luz do sistema de controle de estabilidade do painel acessa,
conferida pelo prf liddon proxima troca de oleo 109 617 km s proximo alinhamento balanceamento 104 617 km s diversos riscos na lataria lampada da placa tarseira lado esquerdo inoperante,
conferida pelo prf liddon proxima troca de oleo 90 913 km s proximo alinhamento balanceamento possui etiqueta porem esta legivel pequenos riscos e amassados,
1 borracha exterior do parabrisa completamente solta foto colocada em fiscalizacao detalhada da viatura,
para choque de ferro solto liquido arrefecimento na marca minima fluido de freio na marca minima seta direcional esquerda dianteira inoperante painel indicando anomalia na direcao eletrica capa do retrovisor esquerdo danificada 3 marcha agarrando para entrar veiculo rodando com o estepe pneu recauchutado como estepe,1
levado a oficina para verificar vidro quebrado,
sem saldo de credito para abastecimento,
arranhoes por toda lataria,
vtr com duas trincas no para brisa area direita ao meio area esquerda abaixo ambas pequenas,
freio de estacionamento inoperante amassado na lataria proximo a roda esquerda dianteira  arranhoes em toda extensao  trincos no para brisas  protecao da lanterna de posicao traseira esquerda quebrada sensor de re traseiro esquerdo desencaixando lanterna de neblina traseira esquerda com entrada de agua,
freio um pouco pesado,
arranhao na parte superior da tampa da cacamba quando da retirada de motocicleta envolvida em acidente a qual havia sido transportada na vtr pois nao foi possivel acionar o sos oliveira haja vista nao atenderem ligacoes em nenhum dos 03 telefones de contato 3271 7218 99908 9949 e 99956 6808,1
s a aparente,
01 arranhoes na lataria 02 infiltracao na lanterna de freio lado direito 03 lanterna de freio lado direito quebrada,
sem giroflex ar condicionado saindo fumaca frequentemente,
capot com um furo do lado direito marcas de uso luz amarela de injecao acendeu com 88140 km,
farol baixo esquerdo nao esta funcionado,
vtr com mensagem no computador de bordo alegando perca de potencia do motor bem como lim acesa,
luzes da injecao e revisao acesas,
vtr sem radio vidros dianteiros nao abrem,
deslocamento da uop dourados ate ponto de rendicao em posto de combustivel em deodapolis,
faltando sistema corta pipa,
observacoes amassado na traseira direita arranhado na lataria direita,
forro da porta traseira porta malas soltando,
apresentou problema bateria durante a escala,
sem luz de posicao do lado esquerdo,
relatos em pdi anteriores,
1 trena 3m 01 trena digital 2018040765 01 bastoes 2016033068 2016033067 fuzil 5 56 15002500 3 carregadores com 90 municoes 01 spark 2017022545 com 03 carregadores danificados 01 lanterna 2016037288 01 impressora zebra 2017039364 faltando 1 trena 50m 01 termometro digital 2020021607 01 bastao,
informo que encontrei a viatura com 113157 quando constava no sistema 113137,
nivel de oleo de freio proximo ao minimo,
no para choque e no capo,
capa da luz de busca lateral esquerda quebrada,
vtr suja,
arranhoes superficiais,
veiculo sem alteracoes,
cambio apresentando problemas pneus atingindo twi,1
necessita troca de oleo balanceamento e alinhamento,
palhetas do limpador do parabrisas ressecadas,1
troca de oleo com prazo vencido,1
alguns riscos na lataria,
pneu step estourado aguardando chegada para troca,
viatura muito suja de barro no interior porque foi utilizada pelo gpt para encaminhar as drogas apreendidas,
o radio digital nao esta operando o display apresenta a mensagem sem servico,
arranhoes e amassados,
pequenos riscos na lataria fazendo barulho de disco de freio ao frear,
viatura em ordem conferida pela equipe,
banco motorista rasgado pequenos amassados principalmente tampa traseira conferida pela equipe trocadas as palhetas do para brisas,1
sem alteracoes viatura descaracterizada conferida pela equipe,
barulho pastilha freio,
amassado no lado esquerdo farol esquerdo queimado paleta do parabrisas dianteiro nao esta limpando luzes internas nao estao funcionando buracos no teto da saida de ar condicionado direcao hidraulica dura luz da injecao eletronica esta acesa,
alinhar e balancear,
luz indicadora injecao acesa,
luz de freio inferior nao funcionado para choque choque traseiro esquerdo quebrado giro flex para de funcionar,1
a prf liamara ao efetuar manobra no estacionamento da sede para sair com a viatura acabou atingindo a parede com a parte frontal da viatura danificando o para choque de impulsao quebra mato e capoo,
ao chegar para deslocar com a vtr a equipe percebeu que so tinha reserva na protetor solar e que a original nao estava na uop,
houve deslocamento anterior e posterior aos registros de entrada e saida respectivamente sem contagem de horas trabalhadas conforme exigencia da coordenacao,
manopla direita tampa do tanque sirene dispara sozinha,
sirene com mal contato arranhoes e manete quebrada,
somente as ja relatadas,
pequeno dano no para brisa dianteiro lado do passageiro,
o radio digital de comunicacao da viatura nao esta funcionando a bateria descarregou,
ja informadas,
viatura guinchada para a sede em teresina,
aguardando revisao,
aguardando troca de oleo luz de placa direita queimada,
ausencia da calota dianteira esquerda e da capa protetora da luz auxiliar externa esquerda,
problemas eletricos,
giroflex com mal contato as vezes nao funciona ar condicionado nao esta gelando de forma eficiente nao liga na ignicao em 07 03 21 ligou c chupeta e tanque cheio,1
oficina,
vtr precisa fazer rodizio de pneus pneu traseiro direito apresenta remendo na lateral de forma que compromete a seguranca dos deslocamentos,
nenhuma percebida,
sistema de controle de abertura e fechamento de postas inoperante lado do motorista sem acionar abertura e fechamento de vidro porta do motorista console solto da porta lampada do farol de luz baixa lado direito queimada parafuso fixador porta do passageiro diateira frouxo,
lampada do farol de luz baixa lado esquerdo queimada tampa do capo emperrada nao abre deslocamento uop sobral  uop iraucuba prf f dutra,
luz de posicao dianteira lado direito queimada,
luz de iluminacao da placa traseira queimada ou inoperante,
viatura apresentou a partir das 22 00 horas um ruido do lado dianteiro direito proximo ao motor e tambem perda de potencia,
duas trincas no parabrisas lanterna traseira esquerda quebrada para choque traseiro amassado vtr furou o pneu no km 129 da br 116 situacao ja relatada ao gestor de frota lateral traseira direita com amassado e arranhoes,
o ar condicionado nao esta funcionando perfeitamente principalmente com o veiculo parado,
vidro para brisa trincado lanterna esquerda traseira com infiltracao 5 cones,
sem alteracoes em relacao ao servico anterior,
viatura com luz de injecao electronica acessa no painel de instrumentos viatura se desliga apaga repentinamente a qualquer momento 2 comando de acionamento da tracao 4x4 inoperante,
as viaturas policiais descritas nesta parte diaria devidamente caracterizadas como tal equipadas com dispositivos sonoros e de iluminacao vermelha intermitente estao sendo utilizadas nos deslocamentos nas rodovias sob circunscricao federal e eventualmente nas demais rodovias estaduais municipais deste estado por algumas vezes foram imprescindiveis o cometimento de algumas infracoes de transito porem a bem do servico e devidamente justificadas de acordo com o artigo 29 inciso vii do codigo de transito brasileiro lei 9 503 97 os veiculos de policia gozam de livre circulacao estacionamento e parada quando em servico de urgencia e devidamente identificados por dispositivos regulamentares de alarme sonoro e iluminacao vermelha intermitente nos deslocamentos de ronda os dispositivos sonoros e luminosos estavam devidamente acionados indicando o servico de urgencia em razao do intenso fluxo de veiculos nas vias e como forma de tornar mais celere os deslocamentos de ronda por diversas vezes tornou se imprescindivel desenvolver velocidades acima das maximas permitidas para as vias visando uma maior rapidez e eficiencia no atendimento de ocorrencias que necessitem de uma pronta intervencao policial na atividade cotidiana torna se imprescindivel um deslocamento breve para fins de abordagens e acompanhamentos taticos tornando se praticamente impossivel nao exceder a velocidade maxima regulamentada bem como outras regras gerais de circulacao e conduta e por vezes sem o uso dos sistemas luminosos e sonoros para nao chamar a atencao do condutor a ser abordado ante o acima exposto e diante de todas as consideracoes elencadas solicita se dos orgaos de transito com circunscricao sobre as vias onde porventura tenham sido praticadas alguma infracao o cancelamento dos respectivos autos de infracoes nestes termos e o registro,1
c12111 farol baixo esquerdo inoperante,
deslocamento uop x ponto de apoio,
pneus se encontram desgastados necessitam troca nao localizado o cartao de abastecimento,
borracha do para brisa em sua parte superior esta solta possibilidade de entrar agua na viatura,
terceira marcha saltando anteriormente o giro chegava entre 2 5x1000 a 3x1000 rpm antes de saltar para ponto morto atualmente ao marcar 1 5x1000 rpm a marcha desengata luzes de posicao dianteira nao acendem,1
luz da injecao eletronica acesa no painel dois trincos pequenos no parabrisa dianteiro um do lado do motorista e outro do lado do passageiro palheta ineficiente parabrisa embacando,1
percebe se uma falta de estabilidade na traseira tendo a impressao de que a vtr esta sambando,
lado direito do parachoque dianteiro soltando nos encaixes,
falta moldura do farol de neblina lado direito iluminacao da placa traseira lado direito nao funciona e esta se soltando com risco de cair numa trepidacao riscos no para choque traseiro lado direito tarjeta da placa traseira quebrada e ultimo algarismo parcialmente apagado luz indicadora de direcao do retrovisor esquerdo sem funcionar oleo do motor com nivel muito baixo nao utilizar esta viatura,1
barulho na suspensao dianteira direita,
em virtude da falta do cartao fisico de abastecimento o pagamento foi realizado via ura telefone com os seguintes dados cnpj 67964429000170 autorizacao 760066,
nivel do liquido de arrefecimento baixo,
riscado e batido a lateral traseira esquerda porta traseira esquerda amassada radio digital nao esta funcionando o sistema de som,
lampada do farol dianteiro esquerdo com queimada,
a luz da injecao eletronica acende aleatoriamente,
protetor de mao do lado direito retirado pelo prf steferson em virtude da perda do parafuso de fixacao tampa do tanque de combustivel so esta abrindo apos desparafusar dois parafusos,
luz de injecao acessa sensor de re desregulado alem das demais alteracoes ja registradas em pdi anteriores nesta data 06 03 2021 giroflex passou a apresentar problemas lado direito inoperante e o lado esquerdo ficando ligado mesmo com o dispositivo desligado no painel painel de instrumentos iluminacao e sinais sonoros em pane,1
pneus calibrados inclusive estepe sensor de pressao dos pneus acusam pneus murchos mesmo depois de calibrados,
viatura envolveu se em acidente de transito bat 21012225b01,1
viatura com luz indicadora de fluido de freio baixo,
vidro traseiro esquerdo sem funcionar,
pdi informa necessidade de troca de oleo,
parabrisastrincado no cantosuperiordireito hodometro conferido no inicio do plantao,
conforme pdi anteriores para choque traseiro com a pintura descascada no centro avaria amassado na lataria traseira direita sem o protetor interno do para choque dianteiro direito entre a roda dianteira direita e a parte interna do para choque lado direito,
com alteracao em 07 03 2021 por volta das 19 30h no km 45 6 durante atendimento de acidente sem vitimas com veiculo saindo de pista foi notado que ao engatarmos a marcha a re e iniciar o deslocamento a roda traseira direita travou entao ao engatarmos a primeira marcha deslocamos e a roda soltou mas ao passar pelo ponto morto para passar a segunda marcha voltou a travar a roda traseira direita depois voltou ao normal informamos a situacao ao prf walson e estacionamos a viatura na uop de castanhal para manutecao,1
viatura com abastecimento pendente no posto prodoeste devido impedimento momentaneo do estabelecimento conforme atendente da ticket log foi feita uma notinha para tentar efetuar o pagamento na parte da tarde pela proxima equipe valor r 135 02 29 37 litros km 78874,
abastecimento pendente no posto floresta nao foi regularizado ainda o sistema nao aceita consumo chave,
quilometragem automatica da pdi 97520 porem da vtr 97488,
feito alinhamento em 10 02 2021 barulho de vibracao de metal aparentemente vindo da parte de cima da vtr possivelmente do giroflex  por se tratar de trecho com fluxo decorrente da regiao de fronteira com rotineira e intensa atividade criminosa por vezes se faz necessario utilizar as prerrogativas inerentes a veiculos de policia em deslocamentos de urgencia e ou emergencia fazendo uso de dispositivos regulamentares de alarme sonoro e iluminacao vermelha intermitente conforme preconiza o art 29 da lei 9 503 97 codigo brasileiro de transito com a finalidade de exceder o limite de velocidade definido pelo orgao com circunscricao sobre a via para realizar abordagens a veiculos suspeitos e acompanhamento tatico,
luz de injecao acessa,
pneus dianteiros com banda de rodagem proximo do twi pneu do lado esquerdo em situacao mais critica  luz indicadora de pressao dos pneus acesa no painel  luz de injecao eletronica acesa no painel aviso de potencia do motor reduzida aparecendo no computador de bordo em determinados momentos quando acelera o motor do veiculo fica falhando para choque dianteiro danificado,1
nada digno de nota,
porta do carona amassada,
nao foram registradas alteracoes,
luz da injecao eletronica acendeu ja no final do deslocamento,
farois desregulados apontados para baixo inviabilizando a direcao noturna ar condicionado da viatura nao funciona a contento,1
pequeno amassado na porta traseira esquerda  adesivacao da vtr soltando em varios pontos,
baixando nivel de agua,
nao obsrrvadas,
borracha solta no para brisa e protetor do carter solto,
giroflex com mau contato,
amassado no para choque traseiro lado esquerdo lampada farol esquerdo queimada,
defeito no sonoro da viatura e borracha da porta traseira esquerda,
sensor informa problemas no farol baixo direito,
barulho na suspensao dianteira quando esterca,
marcador de combustivel nao funciona direito,1
sem alteracao aparente passada a disposicao do gestor de frota para manutencao,
gerador inicial 2387 5 gerador final 2397 4,
trinca circular no para brisa dianteiro borracha da porta dianteira esquerda e traseira esquerda soltando assento do condutor deteriorado ferragem quase exposta banco do passageiro lado esquerdo com defeito na trinca que o prende ao chassi controle dos vidros e da trava das portas do veiculo localizado na porta do motorista apresentou defeito,
vibracao forte no volante durante os deslocamentos,
amassados de usos parachoque dianteiro desencaixando,
parachoque dianteiro levemente desencaixado tela do parachoque quebrada,
luz de injecao eletronica acesa o tempo todo liquido de arrefecimento abaixo do limite minimo,
conferencia nivel fluido refrigeracao ok nivel oleo motor ok nivel fluido freio ok nivel fluido direcao ok pneus ok iluminacao ok lataria ok radio alguns riscos normais devido ao uso 5 cones,
pneus traseiros no limite do twi motor com pouca potencia na hora de ultrapassar nao correspondendo quando acionado o pedal do acelerador radio nao copia uop a fixacao dos retrovisores esta frouxa vidros estao agarrando na hora de abrir e fechar,
luz de bico lado direito sem acender,
borracha da porta traseira direita esta solta crlv 2019 viatura com alerta de troca de oleo a equipe nao realizou a troca por se tratar de um domingo deixando para o proximo servico,1
como relatado anteriormente em outras pdis a vtr encontra se amassada na juncao entre a extremidade da porta e do capo laterais direito frontais e amassado na caixa de roda da lateral direita traseira,
pdi informando que deveria ter sido trocado oleo com 128000 km problemas ao dar partida a principio problema no conector da bateria e o cabo o cartao de abastecimento nao esta passando no posto oasis inclusive ha um abastecimento pendente da equipe de 03 03 2021 o boroto ja esta ciente e informou que o nuseg fara o pagamento o pneu dianteiro esquerdo que estava desgastado foi substituido pelo estepe o boroto ja esta ciente,
portas dianteiras rangendo ao serem abertas,
viatura recebida suja contudo estamos passando o veiculo lavado por fora a bateria da vtr se esgotou por volta das 19 30 durante tentativa de partida para captura de veiculo suspeito foi efetuado a carga na bateria no entanto se faz necessario descobrir o que foi que causou a pane,1
viatura apresentando o mesmo problema anterior apresentando barulho caracteristico no eixo roda dianteira,
apresentando no painel digital que o controle de instabilidade possui falhas,1
parabrisa com trinca de um centimetro na area do motorista e acabamento parachoque inferior parte lado esquerdo soltando aviso de manutencao a cada 15 segundos,
farois queimados,
estribo do lado direito encontra se solto,
limpador parabrisa falhando perda de potencia,1
trocar peliculas todos os vidros conforme orientacao servidor fabio luz de posicao dianteira direita inoperante e luz de seta traseira direita na cor branca ao inves de amarela speed pneus guaramirim,
direcao puxando pra direita,
sistema de suspensao indicando desgastes,
aparentemente sa,
conferida pelo prf sonda proxima troca de oleo 133 657 km s proximo alinhamento balanceamento 123 593 km s vencido estrutura plastica do banco do motorista em que ficam os comandos de regulagem esta solta borracha de vedacao da porta traseira direita solta vidro eletrico traseiro do lado direito esta inoperante diversos riscos e pequenos amassados falta a moldura com o direcional da saida de ar na altura do banco traseiro atras do motorista,1
conferida pelo prf sonda proxima troca de oleo 109 617 km s proximo alinhamento balanceamento 104 617 km s diversos riscos na lataria lampada da placa traseira lado esquerdo inoperante,
conferida pelo prf sonda proxima troca de oleo 90 913 km s proximo alinhamento balanceamento possui etiqueta porem esta legivel pequenos riscos e amassados,
1 tampa traseira amassada 2 luz de advertencia de anomalia no sistema de injecao acesa 3 ruido na suspensao traseira 4 lanterna de freio lado esquerdo inoperante 5 luz de iluminacao lateral piscando 6 diversos arranhoes ao longo da lataria obs realizado calibragem dos pneus,
luz de posicao direta queimada,
pequeno amassado no meio lado direito da tampa traseira bem como descascado com ferrugem na traseira lado direito demais sem observacoes para brisa com trincados farol da luz baixa do lado direito queimado,
borracha da porta te soltando,
giroflex com fixacao frouxa no teto,
vtr apresentando defeito quanto a travamento e destravamento das portas,
oleo vencido barulho quando aciona o freio,1
amassado proximo da tampa de abastecimento de combustivel,
sa parentes,
luz de injecao eletronica acessa luz baixa esquerda queimada ruido de atritamento na roda dianteira esquerda,
vtr conferida pelo prf iraja  desgastes ocasionados pelo uso placa de identificacao dianteira danificada,
vtr conferida pelo prf iraja  proxima troca de oleo com 157 643 km farol do lado esquerdo com infiltracao pequena trinca na parte inferior central do para brisa pequena trinca na parte central esquerda do para brisa riscos e desbotados decorrentes do uso normal chave aparentemente quebrada e amarrada com fita isolante preta lanterna traseira lado direito com infiltracao lanterna traseira lado esquerdo faltando mascara,
vtr conferida pelo prf iraja  desgastes pelo uso sem alteracoes relevantes,
arranhao na parte inferior da porta traseira,
motor com barulho,
plugue do radio analogico desprendendo facilmente do aparelho,
abastecimento pendente de servico anterior a ser quitado no posto juninho km 27 br 470,
hsi com erro de indicacao,
abastecimentos pendente no posto luanda mais antigo e no posto dos motoristas recente de acordo das informacoes passadas pelo chefe soares,
sem alteracoes durante o plantao,
bateria com problema para segurar a carga,
viatura acusando porta do motorista como aberta,
para choque dianteiro quebrado e arranhado,
painel de controle do sistema de alerta sonoro e luminoso intermitentes com problemas para acionamento e permanencia dos comandos,1
vazamento agua no interior da gabine dreno ar condicionado entupido,1
arranhoes diversos entorno de sua lataria,
barulho nos freios uma pedra fez um olho no para brisa da viatura gestor de frota sebastiao comunicado das duas alteracoes,
vidro do passageiro dianteiro lado direito esta fechado travado problema esta no motor que faz o vidro subir descer equipe do plantao anterior detectou um barulho por baixo da viatura quando em marcha lenta,1
sem novas aliteracoes,
viatura reserva estacionada na uop,
necessario realizar alinhamento e balanceamento alguma peca batendo embaixo na dianteira,
s a trocada pela triton e depois pelo cruze,
pneu estepe estourado,
barulho de metal solto embaixo da vtr,
trinco no parabrisa luz de injecao amarela acesa oleo do motor abaixo do nivel ideal,
sem retrovisor interno,
luz de direcao eletronica acesa no painel,
lampada da lanterna traseira esquerda inoperante veiculo apresenta engasgos constantes durante o uso principalmente ao acelera lo em 4 mil giros,
nos primeiros kilometros de uso da vtr foi providenciado calibragem dos pneus com 35 libras de pressao necessidade de acompanhamento da pressao do pneu traseiro direito em razao de suspeita de vazamento,1
amassado na porta dianteira lateral esquerda,
carenagem do giroflex esta quebrada,
viatura desalinhada e nivel de oleo baixo,1
giroflex e sirene inoperantes pneu traseiro com marca twi atingida,
vtr comecou a apresentar falhas no giroflex acima do teto nao acende corretamente ou chega a nao acender,
vtr com problemas no sistema de refrigeracao,
para brisa trincado luz baixa esquerda queimada painel do ar condicionado inoperante e pintura externa desbotada,
lampada do farol de luz baixa lado esquerdo queimada tampa do capo emperrada nao abre,
ja notadas,
as mesmas lancadas na pdi anterior,
lampada farol direito fase baixa queimada,
substituindo a 7878 que descarregou a bateria,
embreagem com funcionamento anormal luz indicativa de mau funcionamento do motor acesa no painel,
pneus traseiros gastos avaria no para lama dianteiro direito e problema no vidro traseiro esquerdo,
pequenos arranhoes na pintura em decorrencia do uso,
vtr apresentando barulho quando em funcionamento na parte suspensao feios ou rolamento etc,
vtr a disposicao do gpt 10 05 chave nao localizada na uop,
bateria descarregando e baixando oleo do motor,
tampa de combustivel ficou solta e foi colocada dentro do porta luvas,
lanterna traseira,
problema no freio vidro com dano suspensao com barulho,
barulho freio e roda traseira,
viatura nao utilizada permaneceu estacionada durante todo o plantao,
ar nao funciona,1
porta do motorista nao fecha ao bater sensor acusando porra aberta,
previsao de troca de oleo chave sem bateria necessidade de alinhamento balanceamento,
pequenos arranhoes por toda a extensao da lataria pequena fratura na regiao central do para brisas ruido de metal ao acionar o freio,
recebida a viatura com pequenas avarias na grade dianteira e capuz possivelmente proveniente de colisao,
sem danos,
